G1,Zfix_age,Zfix_sex,Zfix_bmi,Zfix_batch,Zfix_PC1,Zfix_PC2,Lt1,Lt2,Lm1,Lm2,Lm3,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,Vbp,Vcimt,Vpvh,Vbp_cimt,Vbp_pvh,Vcimt_pvh,Vbp_cimt_pvh
1.4311880783685869,1.3631685956567243,-0.1103584323860487,0.39929733047787336,0.27869574166853345,0.7023809477851944,0.22545594598106186,,1.3501569967802396,5.011726114980866,3.7907754105763534,2.5650580800452674,,6.055464337486103,6.323009910640736,7.645418347018573,4.184470504896872,9.361332299771746,6.0891158554576705,8.291149285650173,9.136214235086403,20.066306708570057,19.09787560642124,,,,86.29412582265866,61.27125085236462,46.803022262795764,44.75557965380001,82.8314236703979
-0.31188297624557065,-0.6391615876680002,0.43734461040865386,-0.5400053837516055,-0.049782428141308385,0.2582798657197164,1.3615615200711215,1.4942441547045897,-1.5122110233456683,-0.6232301094864343,-4.003627419917391,-2.0210828643788648,-1.8712686523027204,-2.0589674860365115,-6.3860730847845,-2.2322926605118254,-5.039107080186555,-5.319133067726228,-5.199271788241292,-3.474518716592604,-5.823689438522842,-13.208311886755077,-8.190241692494237,-7.893877036643092,-1.089882078212241,-27.20845697990216,-47.14391522430576,-33.660749874931575,-26.59665959563264,-27.695775268090422,-41.20025522126287
-0.23026840183929248,-0.8410067384374851,-0.17135484019731598,0.9591239258000612,-0.47095410467166915,-0.7612735201453129,-0.6796024412199033,0.040244584020333374,-2.747221459300583,-3.244436263804711,-4.928702278768167,-2.572553754947652,,-4.88437238304482,-9.283199527517363,-5.877355801844022,-2.856549172799984,,-6.4370574490990435,-8.094516342372046,-8.09958230511178,-18.81825374845111,-14.05114016335843,,-3.0087958413294453,-47.07964606393763,-78.35175614112863,-58.73076144422939,-44.339443347919094,-44.37113348794656,-75.28691764767285
0.6264967509221543,-0.3751804331278359,-0.7116192692823292,-1.7746467685798495,0.8040816369287639,0.2840936453571775,-0.24752373027101998,0.5768369573438861,-0.34242442846492416,-0.21666451934042863,-2.0266767660944804,-0.9341700730274571,-1.9932558977291563,-2.8381668157208217,-4.547543010092326,-4.351502436555128,-2.918310947031129,-6.052327261263118,,-5.254724271057521,-3.754701304904189,-9.676416290288522,-8.484581525765499,,-4.0096562526582895,-26.32478688659906,-43.008718812256284,-31.56446577428416,-23.554619519050537,-22.771332221733395,-40.11838610443549
-1.140594678743473,-1.2686748044976475,-0.9018637949728847,1.1173360889560262,1.1522638494938104,-0.277214855362725,-0.9693345067193886,-0.8722221685556981,-0.597723429725205,-0.3283724562599857,-1.8712709627739736,-0.2261646292360271,-1.1720678603009944,-0.4066054530594584,,-2.5763991757704576,-0.6334237127414368,-1.4195349452137163,-3.6102311170612094,,-2.7348705794122505,-7.759272580263073,-5.33319172969885,-3.7336227848751014,-1.2090712558793708,-15.749167601748727,,-20.17994908615467,-14.730763577568947,-14.736498827187138,-24.676355111672457
0.024847365396819535,-0.31968564229740964,0.9458787463133109,0.30595841126838685,0.08132451534746038,-0.9551935409377947,0.9790032494999433,-0.1516715236552048,-1.1572972909054413,,-0.9320123286980928,0.8593433285857793,,,-2.469295665239928,-0.597354588489251,-0.684293557661286,-0.286718141137553,-1.9219634137203727,-1.6282662106320478,0.00818714354592845,-2.0744085148451323,-1.6652151279830258,,-0.08459157681756757,,,-6.917478616528679,-5.071812075103161,-2.692145751212226,-7.132675214415963
1.1127720056616364,-1.304532982564766,0.4239036841628231,-1.5536641119915051,0.9893476493725185,-0.06082940130428551,-0.7643836477178915,0.4521991811477114,-2.2536038046099134,-1.2178872037377892,-5.571442040585187,-2.147917269826901,-5.197464934136436,-4.867274083459958,-7.925890145778226,-5.588403750931731,-5.501826779062066,-10.730873729395569,-6.480921891169679,-8.456060316046457,-7.214478826350473,-16.62456294095811,-17.381539614731093,-18.352702374417426,-4.043420696149605,-48.531149429158035,-82.03338669856274,-59.35132556140716,-46.588216063273656,-45.020082858410134,-75.4838866658407
-0.04728534892495278,0.15423785417030147,0.6687518871006135,-0.3372641724065904,0.7663472440714227,-0.5882474854786537,2.33262646211642,0.749935682709919,0.27500676346728,2.0615762719254183,2.200261588275759,2.972526756351844,4.266706524186559,2.5996404455735123,4.844911098836313,,4.4385496843243555,7.756108016658873,3.4239258571465325,6.392162718130815,,13.821254512338486,11.039626038932834,8.193375913521546,2.9759991326699105,,57.88384686288228,38.937157944014956,33.29697006866329,,52.538476386472695
-0.15624437148464385,-0.34295403885429115,1.0973660194623605,0.5153460663695578,1.0045136057841284,0.6541519945931249,0.5543084528694895,1.2199487819328605,2.302253068865978,3.4714173822649816,7.596151417401532,,4.970043037489027,8.291037861039909,8.81912401134219,7.941018176906816,5.8475319016968506,15.209270706158817,8.346759896285983,12.149168055830096,,25.55894803418331,23.120572348779337,,4.927365805049714,68.99912472710038,113.30372694887274,,63.55739776257085,61.274255976753516,106.1061528777637
0.6018626529857416,0.2088982854207515,-0.35947424433474606,1.700722023552405,0.8704567268074448,2.6648819810412325,-0.8668894515334371,1.500048556408811,,,6.994392480491372,,10.353595572209453,,13.12262200701184,,13.346548661906397,21.393139572094743,,15.071886740265677,13.1101353555347,,28.43523646614928,,,91.27462878675156,,,,,
-1.4291330599873762,-0.4066669354418667,0.6663164227585183,0.1809853660516123,1.221929548565384,0.4996572145038678,-0.7914518267481618,-0.1100868282034454,-1.8142635483460776,-1.765097529474503,-1.9042560312160262,-0.3351486309537036,0.2613972837567461,-1.699981990393066,-0.09649864376606154,-2.1948795644761203,-1.257760882839678,-2.620286979131415,-1.9164521722433254,-2.581630447811511,-3.508354099392423,-6.184563334550696,,,0.6486456824250832,-15.532271175433605,-24.231741761589422,-16.08722305393413,-11.103243428734942,-11.269283418376217,-23.07950124169038
-0.5246999441494189,1.3153745041296399,1.731388578663752,-0.5540885691914339,0.9260181142345828,-1.0935548273252735,3.2023844345038475,2.2721595964490273,1.817608624662598,4.160866101675239,,,,,10.997175063171552,9.725846964571454,,15.426015693754296,,15.385954404000206,12.58401932427001,28.428120139314903,,22.787677387383656,,,127.66575277374946,91.21546108381062,71.98808677322462,,119.57155750069856
